# time = 2.000175010089e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.546660475042e-04 1.043611622895e+02 4.259141115153e+04 4.260161722572e+04 3.430915054635e+05 2.338160155588e+12 8.816771390022e-03
9.552376083011e-04 1.032742949134e+02 4.285694925905e+04 4.286144063488e+04 3.431457550022e+05 2.340361137017e+12 8.875212541813e-03
9.557978131936e-04 1.044313343670e+02 4.261897787441e+04 4.261828382415e+04 3.432450350208e+05 2.341935377977e+12 8.935167971428e-03
9.563858351236e-04 1.044572395688e+02 4.263319700014e+04 4.263319778771e+04 3.433161787463e+05 2.343685526860e+12 8.995033900836e-03
9.569440416342e-04 1.049210917861e+02 4.255596386729e+04 4.255596465344e+04 3.434184492773e+05 2.345817637780e+12 9.053682084892e-03
9.575037835371e-04 1.047566429823e+02 4.259716414872e+04 4.259711801938e+04 3.434840949478e+05 2.346285196134e+12 9.111049868159e-03
9.580392997798e-04 1.056419774688e+02 4.243697403008e+04 4.244211430593e+04 3.435590669032e+05 2.349124375192e+12 9.170210771507e-03
9.586238099654e-04 1.056144808818e+02 4.247602413283e+04 4.247116797083e+04 3.437175176756e+05 2.352057341507e+12 9.234176408306e-03
9.592506040681e-04 1.059016509563e+02 4.245045841264e+04 4.245041896723e+04 3.438564930470e+05 2.355286330041e+12 9.297350275692e-03
9.598168766799e-04 1.055814829407e+02 4.255664857226e+04 4.255664935842e+04 3.439728263583e+05 2.358570650343e+12 9.352421214795e-03
9.602937972032e-04 1.066915450731e+02 4.234327079281e+04 4.234326526727e+04 3.440053567537e+05 2.360817386748e+12 9.410321501112e-03
9.609022539004e-04 1.077402716128e+02 4.215607714431e+04 4.215607792307e+04 3.441733593665e+05 2.363942941551e+12 9.474462571552e-03
9.614844582157e-04 1.074936685234e+02 4.226089449405e+04 4.226089527474e+04 3.443521667192e+05 2.368681810121e+12 9.535968297666e-03
9.620466138791e-04 1.079343828957e+02 4.220020384777e+04 4.220020462734e+04 3.445459464701e+05 2.371571732295e+12 9.597340992809e-03
9.626216805446e-04 1.082994327638e+02 4.215297575213e+04 4.213662540699e+04 3.448175728092e+05 2.374210636934e+12 9.658595130615e-03
9.631778134846e-04 1.081765685173e+02 4.222870174562e+04 4.224540093569e+04 3.449674041420e+05 2.378715315402e+12 9.718337745472e-03
9.637262194605e-04 1.105214087353e+02 4.178358242746e+04 4.178357909327e+04 3.451446171164e+05 2.382256598187e+12 9.778773365819e-03
