# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.657106274781e-04 9.325289780093e+01 4.566135253669e+04 4.566135189486e+04 3.469373911450e+05 2.372483451054e+12 7.647156869176e-03
9.663484121084e-04 9.392423245823e+01 4.555555227421e+04 4.555555089008e+04 3.473338085466e+05 2.378320814270e+12 7.706836233742e-03
9.669814255033e-04 9.454106121700e+01 4.544931179604e+04 4.544930941380e+04 3.476529447637e+05 2.382828868364e+12 7.766479121757e-03
9.676101472158e-04 9.499740494298e+01 4.535567484507e+04 4.535567229284e+04 3.478301320422e+05 2.384834572888e+12 7.826252700869e-03
9.682398510182e-04 9.528019863345e+01 4.528238485653e+04 4.528238204236e+04 3.478758945673e+05 2.384760099478e+12 7.886619728462e-03
9.688772946076e-04 9.541156789292e+01 4.523730085596e+04 4.523729908437e+04 3.478629548234e+05 2.383785264996e+12 7.946671455371e-03
9.694986444378e-04 9.545879279041e+01 4.520282741909e+04 4.520282816162e+04 3.477793179079e+05 2.381892821282e+12 8.006102502624e-03
9.701224611452e-04 9.550560104734e+01 4.515270296041e+04 4.515270448179e+04 3.476025798279e+05 2.378670889936e+12 8.065884862342e-03
9.707505576044e-04 9.561513246023e+01 4.507159604642e+04 4.507159776509e+04 3.473296405039e+05 2.374177311433e+12 8.125870481598e-03
9.713771918079e-04 9.581885756118e+01 4.495524572780e+04 4.495524533809e+04 3.469783632211e+05 2.368710578326e+12 8.185771325976e-03
9.720008510414e-04 9.607125475841e+01 4.481999316630e+04 4.481999200785e+04 3.465800860216e+05 2.362657579069e+12 8.245562491580e-03
9.726219172100e-04 9.634318816696e+01 4.467971981816e+04 4.467971771658e+04 3.461722409856e+05 2.356559043926e+12 8.305299327027e-03
9.732409352982e-04 9.663878273963e+01 4.454448919352e+04 4.454448625711e+04 3.458139446600e+05 2.351343989403e+12 8.364980337134e-03
9.738570530098e-04 9.695953801197e+01 4.443357581791e+04 4.443357280167e+04 3.455927483191e+05 2.348666935796e+12 8.424661705759e-03
9.744719924969e-04 9.728715058297e+01 4.435108839588e+04 4.435108459162e+04 3.455403253131e+05 2.348497570743e+12 8.484611749410e-03
9.750894879880e-04 9.752926439872e+01 4.430382765131e+04 4.430382553758e+04 3.455360719859e+05 2.349511646353e+12 8.544415008236e-03
9.756983579205e-04 9.770715295414e+01 4.428191727670e+04 4.428191653472e+04 3.455983614608e+05 2.351334860110e+12 8.604065857226e-03
9.763105009269e-04 9.792248459656e+01 4.426574555850e+04 4.426574544014e+04 3.457420602757e+05 2.354414296934e+12 8.663996626759e-03
9.769224030370e-04 9.822948592042e+01 4.424081262215e+04 4.424081439135e+04 3.459624174953e+05 2.358633758243e+12 8.724012993958e-03
9.775324632865e-04 9.869556805567e+01 4.418935532667e+04 4.418935680135e+04 3.462474720255e+05 2.363849338720e+12 8.783993663079e-03
9.781378713767e-04 9.927979443148e+01 4.411972821639e+04 4.411972776211e+04 3.465825066620e+05 2.369891269801e+12 8.843839007461e-03
9.787380528976e-04 9.995757379782e+01 4.403620658824e+04 4.403620575120e+04 3.469548053951e+05 2.376582507049e+12 8.903600104870e-03
9.793336006274e-04 1.006537308235e+02 4.395498840230e+04 4.395498640940e+04 3.473544144950e+05 2.383758825503e+12 8.963316354247e-03
9.799246209242e-04 1.013538968716e+02 4.387809411662e+04 4.387809201092e+04 3.477714526837e+05 2.391303748324e+12 9.023007048695e-03
